sentence	label
هادو بنات صح	1
لالا تغيرت بزااااف	0
نفسه بس عمانتل	0
فاروق الفيشاوي في ذمة الله إن لله وإنا إليه راجعون	0
اللهم ارزقني حبك وحب من ينفعني حبه عندك اللهم ما رزقتني مما أحب فاجعله قوة لي فيما تحب	0
انا تعجبني برشا اما ياسر لا تخبش ولا دبش تفلفل شوية يا الفة	1
فنان شيك و ساماتيك برافو نور شيبة كمل اكيكا	1
معقوووله يا مان	1
سنه مليـئه بالبلوكات	0
نكرهم لزوز	1
ماسط لاسط كالكلاسط	1
ياسر فييييييييينو	1
انا سكت ياعم اهو	0
ئەڤرو رێکەفتی راگرێ کولیژێ د و جەند ماموستا و فەرمانبەرێت کولیژێ	0
حاجه كدا تتاكل اكل شيراز	0
قمة فيها ايران هي قاع لاقمة	0
إ ن الل ه و م ل ائ ك ت ه ي ص ل ون ع ل ى الن ب ي ي ا أ ي ه ا ال ذ ين آم ن وا ص ل وا ع ل ي ه و س ل م وا ت س ل يما	0
انا نتوقع امير باش يكون اكبر الفكاهين في تونس في المستقبل	1
إصابات واعتقالات باعتداء نحو شخصا على مدرسة في ماركا	0
ماسط	1
دستور الجمهورية اليمنية	0
عـــن احسآسگ وانـت مـسـتـنـــے حـلـمـگ يتــבــقق وبـتـقـول يـآ رب	0
الدخول في ضحك هستيري ليلا جنون	1
مع اني هلالي لكن ليفربول حاليا امتع فريق بالعالم	0
نحي راس بصل حت راس ثوم	1
اللهم لا تحوجني لأحد ولا تجعلني عبئ ا على أحد وأجعلني غني ا بك عما سواك	0
ولئن سألتهم من خلقهم ليقولن الله فأنى يؤفكون الزخرف	0
لا تحزن إذا ارهقتك الهموم وضاقت بك الدنيا بما رحبت فربما أحب الله أن يسمع صوتك وأنت تدعوه الشعراوي	0
چھوڑنے میں نہیں جاتا ا سے دروازے تک لوٹ آتا ہوں کہ اب کون ا سے جاتا دیکھے	0
اللهم أعني على ذكرك وشكرك وحسن عبادتك	0
نتمني انو نسمع صباح اليوم انو الحكم سقط ولا محال له ولا مجال له في السودان	1
يعمل العار	1
ممكن بس انا بلاقي كتير	0
تونس الحبيبة ستفوز بكاس افريقيا الله يعطينا زهر الخايبات	0
نحسبه طلعيع يع	0
كم هو مؤلم أن أحتاجك ولا أجدك وأن أشتاق لك ولا أحادثك وأن أحبك وأن لا أكون معك	0
اللهم أمين احبك الله	0
اللهم انفعني بما علمتني وعلمني ما ينفعني وزدني علما	0
جات باش تدهنها	1
كيف باب التوبه مفتوح لكن يلتزم في صلاته فقط الناس اللي تأذت من السارق والظالم والناهب والمتحرش والغتصب يهمها انه المؤذي فقط مصلي الصلاة عماد الدين لكن الصلاة تنتهي بركعتين داخل المسجد	0
صراحة محلاهم التوانسة بتلقائيتهم وضمارهم محلاهم	1
إن كان خيرا فى البقاء لكان رسول الله حيآ باقيآ	0
مالك بس يمعلم سيد مين مديقق	0
القفاف جملى	1
قلة حياء و قلة تربية و عمري ما ريت وقاحة لهدرجة هاذي لا عاد حشمة لا أخلاق لا دين و لا ملة العيب في القناة اللي ستقبلتهم ناس كيف هكة معندهم الحق حتي بش يعيشو في تونس يعمبو المناضر لمڨلبة عملتولنا العار	1
معجبنيش وثقيل برشا	1
يا معذبهم الي يسكتو يحاسبني ههه	1
اللهم اسألك الستر على الأرض و يوم العرض	0
مرزن عصها	1
ممثلة قديرة و انسانة راقية و رائقة	1
اللهم لا تجعلني عبئا علي أحد من خلقك	0
غالط في روحو	1
إختفاء وهروب طب والمذاكرة والشيتات وكل ده مين هيذاكره	0
ممسطو هالطحان شكيب	1
ههههاوي عملتي مع مين يام الخير انتي هتظيطي الله يرحم البردددددد عمك محزج	0
راك ماسط راك لاسط كلكلاسط	1
ما حتعرسي لو ما اتعلمتي	1
ما شاء الله	0
بحاول أحشرها بجدولي عاد وش أسوي باقي ساعات اليوم كلها مليانة فل	0
الكل يحبك و سيبق يحبك يا اميرة كلنا نحبك عيون تبتسم و تنظر الى بعيد داالك البعيد سيقترب و يسعد حياتك رغم كل حال الله يسعدك و ينجحك في حياتك	1
لعن والديكم و والدين والديكم	1
يارب تنجح ياتتح	0
انشالله ربي يثبتك علي فعل الخير انسان نظيف بأتم معني الكلمة وتونس مستحقة لامثالك	1
و صباحك يارب	0
يا مقداد برى روح نني راك ماسط راك لاسط	1
الله يرحم والديك يا وليد التونسي راجل ولد راجل وسيد الرجال اعطيت درس لبعض المايعين والمتخثين وبرفو والف برافو لاحمد الاندلسي على موقفه الرجولي الصحيح	1
اذا ما فازت نينو بتقيم العرايس	0
ديه بحورها فانية ما تبل الريق	0
آللهم يا خ القي لا تجعل في قلبي مثقال ذرة من كبر أو ه م أو حزن أو تي ه أو ضياع آللهم أنك تعلم كل شيء والا أعلم شيء يارب دلني على من أراد بي خ يرا ودله علي وأصرفني عن من أراد بي شرا وأصرفه عني اللهم إهدني إلى طريقك القويم وصراتك المستقيم وإجلعني من الهداه المهديين	0
اكيد سمعت الصوت من عندك	0
مبروك لأهل خورفكان من مواطنين ومقيمين تدشين هذا الطريق وافتتاح مشاريع تنمية كبيرة تسعد الجميع حيث يتفضل صاحب السمو حاكم الشارقة مساء اليوم السبت بالتواجد بين أبناءه وإخوانه أهالي خورفكان وان شاء الله شارقة البسمة والسلام إمارة الخير والثقافة في أفراح ومسرات دائمة	0
نفسك في إيه أطلع القمر يا عم إختار حاجة سهلة أعرف أعملهالك طب نفسي محدش يتغير معايا عايز تطلع القمر الساعة كام	0
ما بقى عندي كلام ولا بقى عندي بقي ه من تفارقنا بصدري هالعتاب ولا شكيته اما شكلك اعرفه عرف الموصى للوصي ه قلت ما أعرفه وفي قلبي اقول اني فقدته	0
استمرار أعمال تنفيذ الدهانات الحرارية الخطوط المرورية العاكسة على طريق نجران السليل رقم ١٧٧ ضمن مشروع تجهيزات أجهزة السلامة المرورية وتحسين التقاطعات السطحية والمناطق الخطرة على طرق وزارة النقل بالمنطقة	0
عجبتني الفازه برشااااا هههع	1
جاوبنا يالليل وقوول الرد في غيرنا حالو يشبهنا ولا احنا بنشبه بعض	0
ان كنت لست معي فالذكر منك معي يراك قلبي إذا ماغبت عن بصري والعين تبصر من تهوی وتفقده وباطن القلب لايخلو من النظر	0
يعطيها الصحة والله بكاتني	1
ماسط لاسط و قفاف و الطحين يجري في دمو	1
دردشه قبل الفجر	0
أكيده بنات أختك	0
ان الله بعث لنا في الحياه رحمات ف اغتنموها	0
وانا اقدر اوجه اخويا بردو	0
قطوسة أجمل و أحسن ممثلة في تونس	1
شاهد مدينة أثرية أغلب الناس لم يشاهدوها	0
مساكين النصراويه وش باقي عندهم يقولونه غير العالمية صعبة قوية	0
الحمـد لله على هالمـطر اللي مهمـا يكون مزاجـك يغي ـره للأحسـن	0
لانه في الحقيقة لا يوجد سبب لتجدد الاشتباكات مايسمى باللواء السابع الوحيد الذي صرح بانه تعرض لهجوم في احداث الثلاثاء وحاول الصد حاولت نقل الأحداث كما هي بعد اتصالهم بي لمعرفة المستجدات الاخيرة هذا كان سبب مداخلتي الرئيسي معهم	0
سلام	1
عارف چوپان ته بةرئ من دا	0
أممممم السؤال الأول هل لديك شخص غالي وعزيز جدا على قلبك إذا الجواب نعم لازم تقولين شو أول حرف من اسمه	0
مامسطها هالجلطة مخيب منظرهااااا	1
يا ولدي كل موضوع يدخل فيه الثقافة ونقابة الفنانين حتى الفن كرهتونا فيه	1
وقال الذين كفروا للذين آمنوا لو كان خيرا ما سبقونا إليه وإذ لم يهتدوا به فسيقولون هذا إفك قديم الأحقاف	0
روزمرگی های یک دختر ایرانی	0
حكم لقمان في الصمت ما قاله لولده يا بني إذا افتخر الناس بحسن كلامهم فافتخر أنت بحسن صمتك يسعد اوقاتك دكتور احمد	0
أهديتني قربا مبتور ولقاءا من خلف السور وتنادي يا حلوة هيا أرخي للوصل خدور وص ليني فبعادك ذنب ما كان أبدا مغفورpic	0
مانا افتكرتهم فقولت اللي يقرف بس	0
من احلى النساء و محلى ضحكتها هذي النساء برسمي اناقه و عقوليه وتربيه راجلها خذا و ربح	1
مسط مقداد	1
مستويات منحطة	1
هاي الرهوط الفاسدة ياخي هالبڤرة آش مخرجها مل الكوري مع البهايم غريبة	1
من أفضل البرامج بالتوفيق	1
جيش هادي باقي له خمسة كيلو وقدوه في مدينة صعدة وهم بيسيطرو على موقع الملزوزالي هو غرفه في جبل لزلز بطونكم كملتم أولادناواهدرتم دمائهم رخيصة	0
ثعلب و ثعلوبة	1
عيب بقا دنا قعدت ادور عليك علشان نتصور بس انت اختفيت	0
رب ما أعطاك فمنعك ورب ما منعك فأعطاك و متى فتح لك باب الفهم في المنع صار المنع عين العطاء	0
يا ميمتي كان يسيبوني عليها بشلاكة بلاستيك	1
برا روح موش متاعك الفن	1
عسلامتك موووح لموا كابتهم و راحوا يصرفوا مكافآتهم بعيدا عن افريقيا	0
دورهااا مااااسط لمرا كانت كرياا ولت ملااكة بففف وهف هههههه سكرلها بدروش الشاهية كككك	1
مااااااسط	1
الحمامات العثور على جثة حارس نزل على الشاطئ	1
وقال الذين كفروا للذين آمنوا لو كان خيرا ما سبقونا إليه وإذ لم يهتدوا به فسيقولون هذا إفك قديم الأحقاف	0
متربي بارشا ان شاء الله بالتوفيق	1
شاال النوااار ضلل بيتنا من بهجة وعدك	0
مسلسل قلة الحياء والتربية ورسالة قذرة تبعث الى المشاهد عادة في رمضان تبث مسلسلات دينية مسلسلات تاريخية مسلسلات الابطال والشرفاء وليس مسلسلات البانديا والهمل والجراثيم والزوفرة اتقو الله في خلقه المشاهد حسنو مواضعكم واخلاقكم وذوقكم حتي يصل الى المشاهد فتكونو اديتم رسالتكم الصحيحة	1
مسوين بث مع بنت وتحدوها اذا خسرت تفصخ نقابها وين عايشين حنا وين المسؤولين لازم ننظف مجتمعنا من هالاشكالpic	0
انت الحب بلطي	1
افدات كلي ي نظر عينيه	0
انت معلم و احنا منك نتعلم	1
صدق مجرد ازعاج	0
تفوووووووه على هالرهط المسخ والخامج والله ڨابس تتبرأ من هالشكل هذا	1
ف ي عآل م الع ش آق الن ظرآت ه ي معآج م الل غآت	0
عندنا مدة ماشوفناش ضيف ممتاز في التونسية برافو ماتر	1
ھھھھھھھھھھھھھھھھھ موش نرمال تقتلللللللللللللللللللللللللل	1
لا حول ولا قوة الا بالله	0
نمووووت عليه	1
يا احلا جعفراني في دينا و نحيك عل مجهود الي تعميل فيه	1
صاحبي بياخد رأي في كل حاجة مش عارف من غيري كان يعيش ازاي	0
ماسطة	1
تحفونة وضحكتها عسل	1
هذا المنافق لابد له ان يرحل لانه انتهى وسقط من القلوب والعقول اولا ولازال الى يومنا يدافع عن ارهابى وهابى داعشى اسمه رضا الجوادى وبالمناسبة اتوجه بتحية الى لطفى العمارى	1
ده الموضوع طلع وراثة ف العيلة كلها	0
الظاهر من قوة الغبنة ما عدت تعرف تكتب زين	0
ابدا م تجتمع زعل وتعب	0
تعجبني برش	1
مفيش حاجه صعبه ع الاهلي	0
ماسطة	1
الحقيقه غائبه و لا يهواها احد	0
الله ينور عليك	0
بحب اشم ريحة الحب بس الحقيقي	0
ساعة محلاها كوثر بالحاج	1
صبغته اكثر من مره وحاليا لونه	0
ياعم عمر كفاية ان افلامه مفيهاش اسفاف ولا بلطجة	0
جعفور يا معذبهم	1
لما تطلع من امتحان وانت عارف روحك مش مجاوب	0
الفئات الاخرى بسعر الخدمات شروط التمليك يتم بيع قطع الاراضي السكنية البالغ مساحتها م2 الى المواطنين ببدل قدره مئتان وخمسون دينار للمتر المــــربع الواحــــد مضـــــافا اليه مبلغ الخدمات مقداره	0
م اسمح لحد يتضايق ع هالجوووو	0
ولماذا الأمم المتحيزة لم تعلن استنكارها حين اعدمت السلطة السعودية ٤٤ شابا	0
طماع	1
لعنك الله واخزك في الدنيا والاخرة يا خامج هاك لي مازال الحق ميش فيك في القناة لي جابتك توا هذا التافه عملينا قدر وجيبنا في التلفاز	1
انسان تافه ماسط لاسط مقرففففففف	1
الاعلام دا متخلفكدة بيشوه صورة الاسلام المفروض يقدمه فى صورة احسن من كدة مش شخص رجعى ومتطرفالاسلام دين يسر مش عسر	0
الدلاجي شاعر كبير والكبير مايطيحش	1
ههههه الشيب و العيب	1
احلى فطور ده ولا ايه امي اعظم طباخة واللهpic	0
لقاء المطبخ السياسي	0
إنسان مثقف و واعي و يعرف آش إقول براڤوا و ربي معاه	1
صباح الفل يا معلم ربي يوفقك	1
هاو جاوبك الاخ و لو انو اللقاء كان حاضر فيه السفير الفرنسي و تبالي كان يسمع ايا قالها باش يرفدوها سخونة و ما يظلش يحوس على ترجمان و يرجع للقنوات و وش قل القايد و بلا بلا	0
الإعجاز القرآني في سورة الاخلاص	1
ما يقنعش جملة و زايد في البرنامج	1
مومثلة ناجحة او نتمنلالها مسفقبل مليء بل اعمال الجيدة	1
افضل بكثير والله	0
ماسط لاسط و ضمار مصطنع	1
كلاب	1
اگر گناہوں میں بدبو ہوتی تو کوئی کسی کے پاس بھی نہ بیٹھتا یہ صرف اللہ پاک کی پردہ پوشی ہے	0
ماسط وساذج في تفكيرو وقت اللي انسان يربط بين الشهادة شهادة أن لا الاه الا الله وبين ما اصطلح على تسميته خوانجية ما تنجم تكون كان بهامة وغباء لا حد له	1
ناقم على الدنيا وعلي عندهم فلوس	1
قداش رجل مونافق	1
استغفر الله العظيم الذي لا اله الا هو الحي القيوم وأتوب اليه	0
و كيما قال شكسبير ماسط لاسط	1
عندي نسخه مجله الأهرام الرياضي بتاعه أنتقال حسام و إبراهيم	0
ايه حركات معروفه	0
كلكم منافقين كان جماعت راب تحكي في الواقع الي صاير	1
لو خايف على الحوش تاكله النار لازم تطفيها و هيا والعه ماتخليهاش لين تنطفى بروحها لأنه لو إنطفت بروحها حتكون خلاص كلت كل شي	0
ماسط لاسط لعبها مبدع وهو ابداعو الوحيد الطحين والسراب وعداء للنهضة اكب سعدك النهضة لا تتمنى ان يناصرها امثالك يا منحط	1
خلني في قلبك ودايم في بالك	0
انت ذكرت رقم اعجابات بالصدفة و إعجابي يسجل رقم	0
برافو عليك بدر	1
جيت وش جابك حبيبي من بعد طول المغيبي	0
كل سنه وهي طيبه وربنا يخليكم لبعض دايما وان شاء الله تتجوز وتسيبلكم البيت عن قريب يارب	0
ربي يفضلك وليد	1
القضاء الفرنسي يمنع سعد المجرد من قضاء عيد الأضحى بالمغرب	1
فعاليات تقديم دراسة هجرة الكفاءات والفاقد المهاري	1
هههههههه عشنا و شفنا مقداد السهيلي يحكي عالأخلاق و هو في الدنيا بين الكلمة الزايدة و الكلمة الزايدة يقول كلمة زايدة إنسان منافق كان بدا بأخلاقو خيرلو نقابة ماذا أيها ال	1
قداش تافه و موش متربي ها الزلم اللي جايبو	1
الحياه فى مصر حصرى ولأول مره فض اعتصام الف مسكن احداث لم تعرض من قبل ولمذا كان	0
أنا جزايري بصراحة ولاد مفيدة هبال	1
مبحبش حد فيهم	0
ماالتخصصات المتواجدة هذه السنة بفرع جامعة البنات بمحافظة الحايط أي قسم علمي ولا أدبي	0
يوووووه ذاك زمان اغبر وجميل بالتقليد هيه يمكن بس كرسم حقيقي ماشي منه	0
شاخت موانئ السفر في داخلي ماعاد يغريني الرحيل والشواطئ انكرتني لم تعد تقتات من صبري الجميل والنوارس تلتهم ما جال في خاطري منذ قليل والغرق في الأماني قد نجد له بديل قد يثور عنفوان الصمت إن آنس للقرب دليل	0
ارزن من ملايكتوا ما فماش	1
مهبولة ونموت عالبارصا بالصح مش لدرجة التعصب	0
تونسي أصيــــــــــــــــــــــــــل بالرغم إلي يتقال لكل نحييك على أخلاقك برافوووووو	1
شلاكة	1
تبارك الله	1
انشالله ربي يثبتك علي فعل الخير انسان نظيف بأتم معني الكلمة وتونس مستحقة لامثالك	1
سيتكوم هايل و مقلة ضحک	1
خويا عبدو ماغلطتش	0
جعفوووررر أحسن ممثل و منشط و كوميدي برافو يعمل في حاجات تشرف بالرسمي	1
جانب من اعمال كشط وسفلتة الأجزاء المتضررة على طريق شرورة الوديعة رقم ١٥ ضمن أعمال التبليغ الوقائي رقم ١٦٩٥٣pic	0
تعجبني برامج انتاعك الكل تبدع فيها موش رمي ورود لكن الحقبقة اما بابنسبة المفيدة الليلة كانت ضعيفة الشخصية في مواجهة مشكلتها علما وانك فدمتها في صورة المراة القوية من قبل ايضا بيرم في الاول رجلة وبعد اصبح يهدد في والدته المهم برامجك حلوين برشا وابدعت فيهم	1
برجولية ماسط لاسط	1
الله يشفيك يارب	0
كلام واتساب وحده ما باغي يروح هالكلام يقوله من دفعتنا ملتعنه ملتعنه تراها	0
مطالب حقيقيه ومشروعه بشرط اختيار طريقه الضغط على مصدر القرار لا بتخريب البلد اكثر مماهو خربان	0
ليلى الشابي لازمها ما عادش تظهر في التلفزة و لا راديو عام آخر خلينا نهظمو المساطة اللي سيبتهالنا الجمعة هذي	1
أنا ما أخسر أنا أنخسر	0
معلم	1
عندي غير الزرق مكاينش النوار	0
انا نلوم علي امين ق اره إلي جابو مصطها الحلقة و اطي ح من مستوا البرنامج	1
اس سے بہتر مثال کیا دوں میں هاں هاں وه كوفيون جیسا ھے نقوى	0
عمرك ما تحط صورة ملائكيه لأي انسان مهما كنت تحبه كلنا عندنا الجانب السـيء يطلع ف مواقف معينه	0
ياااااا امين مخيب راسك	1
تعجبني كإمرأة متزنة مستقيمة و إبتسمتها متفرقهاش	1
هي في الشهر التاسع الوقفه و الحركه احسن لها	0
تفوه علي ما يحشمش تلم وهف يهزك ملا شلايك عليها من الله ما تستحق	1
لفترة كبيرة جداا كنت بفكر إزاي يعني أختي عايشة معايا لمدة سنة و ف اﻷخر يجي واحد تقريبا علاقتي بيه كانت سطحية أو مكنتش عارفه يعني يخطبها وخلاص هتتجوز قريب وهتاخد كل حاجة ف البيت وأكتشفت إنها صرفت فلوس كتير ف جهازها طب حتي سبيلي بطانية م بتوع الكويت دول	0
بليد هههههههههه	1
روعة البجعة في المسلسل	1
احلى جعفور	1
هههههههه تكلمت بالتونسي يعني جده تلقى ضربات موجعة في الجزائر بقيت في قلبه لليوم	1
سيتكوم يااااسر حلو خدمة مزيانة	1
جميلة أنت وربي يحفظك من كل	0
نامبر وان الحقيقي	0
هلا وغلا ابو خالد	0
والله لو جه دور البرد يبقي جت من عنده اتمرقع بضمير	0
يعتك منعولة	1
كملت لفة المناديل شكلي ح انخش ع المناشف عيب عليك يا خشمي	0
اعلام فقط دولة ماكو هيبة ماكو نظام ماكو والفقير طايح بيها	0
ربنا يرحمها ويسكنها فصيح جناته	0
محلاكم ديما فووووووووووووووووووور	1
فوزي معلم موقف ممتاز كنت أتوقعه منك فالرجال مواقف	1
ربي يرحمها ويدخلها وفسيح جناته	0
مش عارفة بحسو هاد الولد مريض نفسي	0
انا لله وانا اليه راجعون	0
كان هيجيبلك اي حاجه	0
جعفرر يا معلم	1
بالطبيعة تونس الكل تعرفو أخي تستبهلو فينا ملا اسئلة تافها كيف برنامجك يا امين	1
ذوقي الرخيص هالفتره اعتبر الاكس ابن الايه مكافاه	0
راك ماسط راك لاسط	1
مشتاقة لشعور البدايات	0
أنت في ورطة تدافع عن نفسك لا أكثر	1
بوووسي اباج ع خاصصص بسرعه	0
واكبر دليل يثبت هالكلام شوفو ج ح ف ل ي من وين جبناه	0
يواسي القمر أحد ضحايا العشق قائلا لا تحزن إن كنت وحيدا ف أنا رغم جمالي وحيد	0
هذه نسخة من ثعالب تونس القحاب و الملاهط و حاشة بنات الاصل المتربين في حجاب و خمار و الزين و العين	1
ما شاء الله بتحكي سريع وبتعد انجازات رائعه في دقيقتين وكمان بلا فلاتر ده احنا لازمنا قرنين لاستعراض قائمه انجازاتنا العظيمه خلال سنتين	0
انا بنسبة لي مروى هى تفلة او بالاحر مرا تونسية مزيانة و عندها خبرا برشا انا نشجعها و نقوللها واصل	1
شكرا الله يحفظك	0
ها وخيتي راك عسلا	1
متزن في كلامو متخلق مستقبل واعد	1
ما شاء الله تبارك الرحمن الله يحفظه	0
شحدتم في الله يا اختي توصلي صوتي للوطن في القياده العامه اكتبي لي في ورقه كبيييره عليك الله	1
الله يبارك فيك يارب	0
ملة منظر	1
احلي حلقة في عندي منقلك رضاية الوالدين	1
توفيق الغربي أبرز مثال للانحطاط أي تقافة ينجم يوصلهالنا انسان عديم الثقافة والأخلاق	1
الغل كالنار يأكل صدر صاحبه ياصعافقة لسانكم ينطق حال قلوبكم المملوءة بالبغض لعلماء السنة و علماء السنة على المحجة البيضاء بإذن الله و انتم قد إخترتم مصاحبة الشيطان نسأل الله ابعفو و السللمة	0
إن الأبرار يشربون من كأس كان مزاجها كافورا الانسان	0
العيب موش فيك العيب فالجابك للتلفزة	1
سافر تجد عوضا عما تفارقه	0
يكذب الماضي وكذاب الحاضر	0
ان شالا ديما متألق و ناجح يا جعفور	1
ماشية و تعدم و تمساط ولات تقزز يا حسرة على بية متاع قبل يا لطيف اللطف	1
الذي خلق الموت والحياة ليبلوكم أيكم أحسن عملا وهو العزيز الغفور الملك	0
لا حول و لا قوة الا بالله	1
جزائرية يعطيك الصحة و العافية يا علاء كيما فرحتها الله يفرحك و انا عجبتني منى و عجبني تعلقها بامها ربي يخليهالها و يا ريت كل واحد يحب امو كيما منى	1
تأضل أبعثلك نقاط وأمسح وإنت تموت فضول الله ياخدك	0
مدريد قبل اصابة ميسي في المركز الثالث مدريد بعد اصابة ميسي في المركز الثالث مدريد في غياب ميسي في المركز الثالث	0
انا ماخنتش العهد اللي بينا والله يا جماعة دي غمزة عين كدا وخلاص يعني عيب منكم	0
انا نكرها ملي كانت مشيحة ريق السبوعي	1
سنكون في الموعد ان شاء الله مثل مشاركتنا في الحملة السابقة	0
مسسسسسسخ	1
سي لطفي متميز بتمبير مس بتمثيل تاخطى لعباد خلاها تخديم	1
احمد الرحموني يكشف و يفضح في مسرحية باردو الارهابية و محمد امين هوا الشماعة اللي علقو فها قضية باردو	1
بلاغة و صياغة	1
رﺑاهہ اﺣتاجگ ﻣﻋي ﺑگل ﻟﺣظة أﻣر ﺑﮪا يآرب مدني ب صبر ليس لہ آخر و من بعد ص بري فرحہ تسكن أعمآقي للأبد	0
انا نحبها بااااااارشا وهي بالح فنانة	1
مساعد	0
ممصط دين رب أمك	1
إن معهد جيتاس المسج ل بوزارة الت كوين والتشغيل تحت رقم11 والفخور بأن در ب ألآلاف من داخل تونس وخارجها يضع مكو نيه الخبراء ومهندسيه المختص ين ليوف ر لك تكوينا سريعا ومعم قا شهادة معترف بها لدى المؤس سات في	1
يعطيكم الصحة	1
لا بس لما تطلق وحدة شينة عادي لكن وحدة مزة حرام تتطلق	0
يا ستي انتي مش لوحدك ما احنا كلنا معاكي اهو انا مستعد افضل ارغي لحد الصبح ربنا ييارك لك فيهم و يبارك لهم فيكي	0
اللهم صل وسلم على سيدنا وحبيبنا محمد	0
هذا الانسان رااااقي جدا	1
تعجبني تبركلا عليها في تمثيل	1
يا كاسر كل الثقل يا ماخذ كل الشعور	0
قريبا صدور إعلان تونس للأمن الغذائي	1
انسنة تافهة وغبية برشة وعفشة مسكينة زعمة خاطرها بهيمة	1
لو أراد المؤمن احترام الهه لاعترف بعدم وجوده لأن هذا هو عذره الوحيد	0
لاعب من الدوري الاسباني ريال و برشلونة و1 من اتليتكو اين بقية الدوريات	0
يا ليت تراعون ذوي الحياة الاجتماعية الضعيفة	0
يا توانسة نظفوا دياركم من قناة الماخور التونسي	1
بلادي البعيدة عني كقلبي بلادي القريبة مني كسجني لماذا أغن ي مكانا و وجهي مكان لماذا أغن ي لطفل ينام على الزعفران وفي طرف النوم خنجر	0
اسود حاجه عندي	0
جميله منك هذي المبادره	0
اللهم أجعل قلوبنا خزائن توحيدك وألسنتنا مفاتيح تمجيدك وجوارحنا خدم طاعتك وعزنا في الذل لك وأمننا في الخوف منك	0
هيه زاد عليها	0
مريم محلاك لبارح	1
ممثلة ممتازة نحبها برشا	1
وليد بردلي على قلبي هههههه برافو ليه هو و احمد	1
الكسل ما يأكلش عسل	0
معوض خير يولد	0
ده مستحيل قلبي يميل ويحب يوم غيرك أبدا	0
ابدعتي حقا و أنا واحد من ناس نتشرف بيك	1
الخط ممكن حسب مزاجي بس الرسم حراام حتى تفاحة مااعرف ارسم الرسم الهندسي ممكن يشفع اما غير كذا خرابيط والله	0
اغلب المسلسلات التركيه في اول حلقه تكون اكثر من ساعتين ونص بس عقب يصير اقل	0
بففففف	1
طب لو معاك واحد بصهولي عشان الاكونت بتاع صحبتي بعافيه شويه	0
وينو الماسط نوفل	1
طالما شايف انك طويل يبقي لازم تشوفه غلس	0
والله شي يضحك هييييي احنى في الناس واعية	0
بهديش نفسها الاخت	0
في اللحظة التي تشعر فيها أن كل شيء ي عاكس رغباتك كل الأحوال تقف ضد ك لا تدري لعل الله ي حدث بعد ذلك أمرا اللهم فرج عنـا مالا نطيق	0
كارثة بيئية و تلوث الماء الشروب يؤجج غضب مواطنين بتارودانت	0
لا توجد راحة أكبر من أن تتجاوز م ن أحبطك وتغفر لمن اساء إليك وتساعد م ن يحتاج بلا م قابل وأن تنسى أحزانك لأنك تؤمن بأن الغد أفضل	0
من المواقع المفضلة عندي موقع فيزيائي رائع جدا	0
مش متروبي	1
إخدم على روحك و ربي معاك جعفور	1
الله يرحمها برحمته الواسعه البقاء لله والبقيه بحياتك	0
نكرة و غالطة في روحها برا استر روحك خيرلك	1
بقو كان الكفرة اتبعو فيكم يا فجرة	1
استكمالا لمشروع وعمليات الاحلال الممنهجة لعناصرهافي اجهزة الدولة الحوثية الانقلابية تصدر قرار مليشياوي بتعيين اللواءمحمد عبد العظيم احمد الحاكم رئيسا لمصلحة الأحوال المدنيةوالسجل المدني وتعيين العقيد سلطان صالح عيضة زابن مديراعاما للإدارة العامة للبحث الجنائى	0
ولله انت اعضم أب	1
لمن تسأل مذهله وش لابسهpic	0
لا عاد تضربين امثله زي وجهك	0
مستعد لديا في الفيسبوك حراك برج بوعريريج	0
لأن المتباهى بطعامه متكبر ويستعلي على المحروم والفقير فلنستعذ بالله عز وجل ونقلل من عرض ما نفعل	0
صباحكم عسل مع صوت غزل من	0
يبوس راس سيده انقلع مصر ما يشرفهاش رئيس مثلك مصر اكبر منك يا عميل يا حسره علينا والله	0
ولنا أحلامنا الصغرى كأن نصحو من النوم معافين من الخيبة لم نحلم بأشياء عصية نحن أحياء وباقون وللحلم بقية	0
أخاف يصدف وقتها باب السما مفتوح والله يقبل دعوتي وتسيبني وتروووووح	0
يجب أن ننظم صفوفنا من الداخل قبل الذهاب الى أي حوار أو تفاوض علينا بتأسيس مؤتمر جامع حراك حراك علينا بتأسيس لجنة وطنية تمثيل الحراك يكون من رحم الحراك كل ولاية نخرج نشطاء من الذين شاركوا في مسيرة و في كل الولايات و لهم كفاءة و هؤلاء سيشكلون نواة هذه اللجنة الوطنية	0
ضليتو اقول الهندسه مرت بسهوله وماحسيتو بيها هسه جتني الصيدله هي غاح تشبعني احاسيس	0
لـ المكالمه الحاليه في حس ن ص وتك أنا الم غرم	0
حلقة فاشلة بامتياز توفيق الغربي تقول قاعد في قهوة ريان يوسف مسكين ضايع فيها و مواضيع اكبر من عمرو يمينة كثرتلها بالانبطاح و الزوز المسرحيين اهاوكم زعمة زعنة فاهمين الحكاية	1
رووووو وعة	1
هو كان مسافر الزقازيق ولا ايه	0
قالتها نوال جابك الله لي هدية من السماء	0
ههههههههه حكام العرب المهزله	0
أمصط من العربي المازني سبحان الله	1
العيب موش فيه لأنو ماسط لاسط كالكلاسط اما العيب في اللي جابو	1
نموت عليه ياسر يعجبني	1
لا والخريطه ناازله الفجر كماان	0
لو كليه تجاره انا موافق	0
انا مختارتش اتخزوق منه هو اللى اختارنى	0
